"","X.3","X.2","X.1","X","Census.Tract","Pesticides","Tox..Release","Pollution.Burden.Score","PM2.5","Traffic","Ozone","Asthma"
"837",837,837,837,837,6073003603,0,610.7489929,7.097841743123,10.43363685,1114.614028,0.04259906,89.78
"838",838,838,838,838,6107003300,698.2208867,196.8126198,6.68487088668176,12.80628612,301.4248457,0.06133785,43.64
"839",839,839,839,839,6037540800,0,15209.51961,7.70199275870543,12.10252953,564.8398419,0.04320513,93.76
"840",840,840,840,840,6037124104,0,1062.513316,6.13914555831601,11.52811451,840.8484564,0.060311,72.71
"841",841,841,841,841,6077004404,65.18201459,65.8607343,6.13278400587796,10.79613573,684.1659871,0.04676708,65.8
"842",842,842,842,842,6037551102,4.162434055,4778.406698,8.48359786347595,12.17927262,1147.833881,0.04632538,33.3
"843",843,843,843,843,6047002302,1175.390037,0.288251933,6.32082179715304,11.10720977,679.5876943,0.05462941,133.39
"844",844,844,844,844,6037127606,0,801.7659812,6.65472802085753,12.20778772,3629.280562,0.06236471,77.98
"845",845,845,845,845,6037531202,0,2890.409994,6.41270593591528,12.17215849,537.7957033,0.04863521,64.51
"846",846,846,846,846,6037502100,0,2680.837036,7.72245807698646,11.97360073,1004.832001,0.05022962,49
"847",847,847,847,847,6037208502,0,1818.157003,6.90647779097909,12.20870236,1086.472377,0.04791979,47.69
"848",848,848,848,848,6037541801,0,10270.84339,6.61946792596382,12.07668896,2226.023876,0.0438112,60.14
"849",849,849,849,849,6037404801,0.394435176,1886.272298,7.39915511409544,11.95086878,740.557733,0.05763123,66.86
"850",850,850,850,850,6037433403,0,2234.836344,7.98365213535215,12.00572463,1469.025745,0.05605125,46.06
"851",851,851,851,851,6037533803,0,4334.300008,6.69941125182028,12.02269432,1210.417721,0.04632538,54.25
"852",852,852,852,852,6037900300,1.710145908,3658.805074,6.28920887850171,6.708034531,195.5904286,0.06236471,146.66
"853",853,853,853,853,6019005203,0,1419.593974,5.8682974612645,13.7633879,658.8153546,0.060311,132.71
"854",854,854,854,854,6111009100,17.36721337,431.3136597,6.9539997403707,8.932984875,898.5828065,0.04125212,60.29
"855",855,855,855,855,6073012502,0,837.2634278,7.53428396200814,10.49668941,2188.379508,0.04125212,58.58
"856",856,856,856,856,6037239801,0,5025.159993,6.20741154808541,12.11505815,533.7363233,0.04435661,80.63
"857",857,857,857,857,6019001407,16.12373356,1759.953664,5.90904066408139,13.93057587,660.453748,0.06236471,74.51
"858",858,858,858,858,6037540101,0,7227.299925,7.26114494128218,12.03460272,661.3834977,0.04490202,62.82
"859",859,859,859,859,6037600304,0,7099.329997,5.51614497046845,12.08622848,1200.504366,0.04259906,125.58
"860",860,860,860,860,6037238100,0,4725.266683,6.25708761107695,12.01125306,1055.183387,0.0438112,136.1
"861",861,861,861,861,6037310601,0,2436.356649,8.53542083284843,11.52179538,2328.612029,0.06133785,39.68
"862",862,862,862,862,6037302506,0,1563.802958,6.72019539763552,11.80374462,787.3168857,0.05219839,51.82
"863",863,863,863,863,6037132001,12.08131009,660.1940053,7.01367345664246,13.41191039,1050.267274,0.06236471,72
"864",864,864,864,864,6059074300,0,4186.439941,7.58319930162614,11.82239214,763.5362157,0.04899293,55.45
"865",865,865,865,865,6037302301,0,5378.450724,8.49138531609807,11.83417117,946.7297084,0.05334987,36.16
"866",866,866,866,866,6037530400,0,2285.413371,7.4167765505748,12.21984068,1867.627567,0.05022962,36.26
"867",867,867,867,867,6037576200,0,10776.15967,6.2910937808567,11.64728179,631.3941805,0.03975537,75.83
"868",868,868,868,868,6071003505,0,1237.359955,5.90262536028901,11.82592273,692.804404,0.07000067,77.93
"869",869,869,869,869,6037572302,6.67038278,14543.73682,7.07906588472457,11.66595061,2254.188576,0.03975537,79.55
"870",870,870,870,870,6071004202,0,859.0549875,6.24834035998415,11.47625577,747.0088966,0.073132,145.12
"871",871,871,871,871,6037602105,0.004507551,7291.793213,6.49723160274511,12.05869981,1310.454136,0.04259906,77.65
"872",872,872,872,872,6029006401,257.6383446,180.9440002,6.26876234548397,13.83734546,247.2196973,0.06718273,46.78
"873",873,873,873,873,6037543502,0,11388.33691,8.05451934398064,12.06111984,1731.755694,0.04050375,58.78
"874",874,874,874,874,6029003202,1141.516137,50.26543297,6.70813776371098,14.97287176,550.756451,0.06591477,84.72
"875",875,875,875,875,6037572400,14.40613162,13155.93327,7.36293905744734,11.66595061,3703.364708,0.04050375,79.55
"876",876,876,876,876,6037407001,0.269903017,2034.470988,8.71338813494401,12.0150862,669.11999,0.05679963,42.57
"877",877,877,877,877,6019006900,3848.509725,1419.446025,6.81540562457293,13.31996323,275.7250541,0.06236471,87.5
"878",878,878,878,878,6037221601,0,2212.823954,6.43808461708301,12.10569353,4741.799354,0.04588368,44.97
"879",879,879,879,879,6037231210,0,2614.636637,5.60314882904195,11.99266542,881.6927375,0.04490202,81.31
"880",880,880,880,880,6047002202,120.3997488,0.193218233,6.0042921179591,10.97769863,292.4262105,0.05462941,133.39
"881",881,881,881,881,6067006300,0.001615501,106.2936351,5.8488053305551,9.028619042,408.6753956,0.04791979,146.68
"882",882,882,882,882,6107003001,0.151168304,246.8708725,5.87450000348353,14.5805537,271.3129929,0.06236471,71.67
"883",883,883,883,883,6037570303,0,9065.480146,6.31333320408632,12.47113428,724.9417155,0.04192559,94.42
"884",884,884,884,884,6037554403,1.654371166,5744.743327,6.66948728944707,11.889552,2625.959706,0.04320513,60.83
"885",885,885,885,885,6019006502,2139.675215,235.4169629,5.76072311814091,12.35562025,69.12262415,0.06350576,81.51
"886",886,886,886,886,6025010200,2030.994991,3.830813,5.69372739183527,8.783557581,376.2757343,0.04173533,157.49
"887",887,887,887,887,6077005110,1368.577265,511.6263428,6.96447155095232,11.0458015,1338.61943,0.04901945,94.36
"888",888,888,888,888,6037900602,0,4863.003274,5.77224053081267,6.736203058,523.493786,0.06236471,154.39
"889",889,889,889,889,6037532101,0,3042.656698,6.77768023050844,12.07970385,809.5643673,0.05022962,56.92
"890",890,890,890,890,6037237710,0,4324.796793,6.11601195780308,12.03324822,3086.525215,0.0438112,80.94
"891",891,891,891,891,6037123204,0,980.5033162,6.98496942836291,11.5211534,1099.925192,0.06236471,54.18
"892",892,892,892,892,6037533202,0,4060.020142,6.57839418863953,12.0654342,840.7411232,0.04588368,49.56
"893",893,893,893,893,6037572700,0,26268.0332,7.20777830239736,11.6858254,1681.938589,0.03975537,76.7
"894",894,894,894,894,6037403000,0,856.3846844,6.83227453060198,12.54493086,1452.823201,0.05605125,74.95
"895",895,895,895,895,6037542700,0.06714432,24440.05697,6.25894341672434,12.11109845,886.7252405,0.04259906,115.45
"896",896,896,896,896,6037302202,0,1676.006327,6.81102182902095,11.78597488,929.2140621,0.05334987,59.54
"897",897,897,897,897,6037190520,0,1426.273336,6.41608073323464,11.99265418,1119.303534,0.04978792,43.46
"898",898,898,898,898,6037123410,0,900.3736877,7.4493335852289,11.59401635,1125.454334,0.06236471,49.57
"899",899,899,899,899,6019003701,0,1214.431315,6.18662747863306,13.64267045,540.1199138,0.060311,123.46
"900",900,900,900,900,6001402500,0,485.5356547,6.35365960394354,9.942820267,648.0111193,0.02937227,152.43
"901",901,901,901,901,6037402501,0,785.8856709,6.77061376435165,12.55391098,479.2320614,0.05679963,74.1
"902",902,902,902,902,6025011300,1721.749645,175.1465454,6.92726727751674,9.409244235,556.8299072,0.05035441,68.86
"903",903,903,903,903,6067002000,0,156.8583323,6.70718027265841,9.198082366,1435.740935,0.04539285,86.65
"904",904,904,904,904,6037531201,0,2579.953288,7.55145583735042,12.17215849,2745.845674,0.04863521,39.92
"905",905,905,905,905,6059099802,0.89111199,4720.909994,6.87814092094861,11.50758339,1585.613766,0.04435661,40.9
"906",906,906,906,906,6029000600,0,38.89813233,5.59747875037784,15.74007579,540.0251485,0.06464682,162.06
"907",907,907,907,907,6037232400,0,2965.403361,5.97236007680262,11.95360692,882.3457697,0.04435661,128.19
"908",908,908,908,908,6037900701,0,5812.586712,5.71476138203376,7.620826731,999.049903,0.06236471,137.04
"909",909,909,909,909,6071009117,1.104900472,124.0692647,5.85771434277513,7.043867732,230.9217116,0.06144634,86.04
"910",910,910,910,910,6059088101,0.015900883,17537.15706,7.85162692567574,11.79837471,1364.918288,0.04435661,52.93
"911",911,911,911,911,6037534803,0,4536.386678,6.00170051827698,12.06379023,778.3350954,0.04539285,53.05
"912",912,912,912,912,6071006204,0,556.1309968,5.57983624683361,11.09689237,1653.586652,0.073132,123.59
"913",913,913,913,913,6075017902,0.000141251,576.7796733,7.11999506954528,8.726242016,9621.617211,0.03064023,106.14
"914",914,914,914,914,6107003901,52.37323148,138.1647173,5.71505836893357,13.39105746,363.006417,0.060311,61.64
"915",915,915,915,915,6099002402,54.60145566,139.2189992,5.89876902796036,11.1509906,291.9867824,0.05395594,72.76
"916",916,916,916,916,6013366002,0.196158819,1346.466329,6.44102149919828,9.142211626,418.2672753,0.03190818,107.76
"917",917,917,917,917,6031000200,1535.654745,251.2753678,6.9729022059414,12.43566008,445.6777998,0.05938691,67.1
"918",918,918,918,918,6077002800,3.069019291,993.9020183,6.86204754890487,11.36292023,526.0703017,0.04676708,75.18
"919",919,919,919,919,6037104704,0,729.3406575,7.28728256559419,11.37171568,781.9743214,0.06718273,81.71
"920",920,920,920,920,6037235202,0,3844.943319,6.01203684854479,11.93412511,1203.474272,0.0438112,131.73
"921",921,921,921,921,6075023103,0.028426516,339.2096608,6.68759853761583,8.768750217,340.9741511,0.03064023,123.98
"922",922,922,922,922,6037209200,0.001016038,2014.212036,7.64997157257106,12.35408718,2460.189061,0.04756207,79.97
"923",923,923,923,923,6071001813,0.14364602,1211.549032,7.96733026974545,13.7903042,638.943041,0.060311,43.04
"924",924,924,924,924,6037104821,0,750.5590108,7.68012578486563,11.44575547,596.6045641,0.06718273,81.71
"925",925,925,925,925,6067004702,0,119.4393336,5.51868275112259,8.904525479,2160.447705,0.04490202,94.7
"926",926,926,926,926,6019002701,0,1470.139313,5.69351035244874,13.83277333,733.6549779,0.06133785,119.77
"927",927,927,927,927,6037127603,0,756.0213421,6.11509858487186,12.32883267,2569.864417,0.06236471,77.98
"928",928,928,928,928,6037221402,0,2110.941671,7.32035381214311,12.02272051,4745.434734,0.04588368,37.01
"929",929,929,929,929,6037297120,0,4130.023397,6.60125166528535,11.67101336,453.3138728,0.03809217,103.61
"930",930,930,930,930,6001409400,0,525.1929932,5.77677380493756,8.406009042,670.8965602,0.03190818,186.24
"931",931,931,931,931,6037224320,0,2138.424662,6.9811507672647,12.18410918,2028.031741,0.04632538,48.18
"932",932,932,932,932,6073003501,0,426.9231364,5.76721426742709,10.29698922,1026.961828,0.04259906,88.58
"933",933,933,933,933,6037236202,0,2296.334351,5.9808794770285,11.91185817,1245.180615,0.04490202,86.99
"934",934,934,934,934,6037910101,6.370298349,14068.86035,5.62952843083127,6.85885423,404.6704238,0.06236471,96.61
"935",935,935,935,935,6037535605,0,6292.386556,6.21269329273558,12.06007558,703.734614,0.04490202,52.53
"936",936,936,936,936,6037405001,0.006521098,1744.423604,7.13958545986089,11.8354872,555.0166348,0.060311,66.86
"937",937,937,937,937,6037603005,0.167749546,14345.18042,6.88119108214111,12.07532049,948.0415003,0.04259906,76.29
"938",938,938,938,938,6037104610,0,734.4526876,6.70382320067067,11.40197774,525.0582645,0.06718273,81.71
"939",939,939,939,939,6037237500,0,4040.543295,5.39761319241168,11.97286678,1076.333369,0.0438112,125.58
"940",940,940,940,940,6019007700,1005.447918,161.8802023,6.59011615554257,12.13970529,135.9323058,0.05852448,69.64
"941",941,941,941,941,6037542800,0.235958914,34335.47949,6.45269875835135,12.11682636,957.5840428,0.04259906,101.48
"942",942,942,942,942,6037502402,0.087676037,3039.255045,7.18111233926576,12.13665654,1526.950093,0.04863521,60.9
"943",943,943,943,943,6071003102,1.47484958,2864.945679,6.1506243452868,12.61785684,618.5390309,0.06718273,62.8
"944",944,944,944,944,6029004901,2.280978887,0.23142,5.8508502446502,13.60276453,929.8464605,0.060311,49.02
"945",945,945,945,945,6099001601,0,210.2546641,5.3907862907257,11.17794835,507.7324173,0.05395594,109.56
"946",946,946,946,946,6001406000,0,438.6869914,6.7239228025338,9.805884825,1775.910139,0.02937227,96.94
"947",947,947,947,947,6059011602,0,6481.82666,9.25822696562462,12.17751878,2692.056253,0.04791979,45.41
"948",948,948,948,948,6037207502,0.16066358,2047.616048,8.50022247722869,12.52185449,1616.561902,0.04756207,47.79
"949",949,949,949,949,6059087901,0,4804.140015,7.18243363917879,11.81562067,1639.503563,0.04490202,50.78
"950",950,950,950,950,6037405202,0.012618243,1833.098063,7.27270282161163,11.92341677,623.1974249,0.05846283,66.86
"951",951,951,951,951,6065045303,0,0.161293,5.68264947649956,7.558301708,880.7129344,0.06236471,58.28
"952",952,952,952,952,6037552602,0,4225.576741,6.39072366550614,11.94672827,715.7824378,0.04588368,47.46
"953",953,953,953,953,6019001600,2549.531805,1567.659037,7.20822295525691,13.5010182,324.0611897,0.06236471,85.95
"954",954,954,954,954,6037221500,0,2157.38265,6.2192533358143,12.05421442,4887.222368,0.04588368,55.36
"955",955,955,955,955,6037131800,0,607.7059987,6.57279697007465,14.60341571,900.7276191,0.06236471,77.11
"956",956,956,956,956,6037432601,0.085445126,1904.291015,7.24593379940458,12.03686392,1044.999301,0.05763123,73.28
"957",957,957,957,957,6107001004,13.10641974,1144.445188,6.52791909040724,14.63761053,452.9634208,0.06350576,41.65
"958",958,958,958,958,6059074502,0,4555.180013,7.22266910183945,11.83383262,806.9271786,0.04899293,54.88
"959",959,959,959,959,6037530802,0,2024.633301,8.16341919751016,12.13544749,1445.844788,0.05022962,56.8
"960",960,960,960,960,6029003115,0,48.11196643,5.57722956718047,15.96092833,1304.121356,0.06464682,100.75
"961",961,961,961,961,6037134720,0,544.6029866,6.37790394888432,12.54060138,1103.557438,0.06133785,79.11
"962",962,962,962,962,6073003301,0,404.3406982,6.15087281127888,10.38881477,2540.546375,0.04259906,100.09
"963",963,963,963,963,6037231220,0,2658.420044,5.62770408853416,12.00727367,1098.399286,0.04539285,71.2
"964",964,964,964,964,6107001200,0,1810.094713,7.20113664831846,15.04649882,536.0619433,0.06236471,45.49
"965",965,965,965,965,6037115403,0,565.9006653,7.1197616448498,12.58335026,1220.348247,0.06350576,46.93
"966",966,966,966,966,6037128601,0,1006.900035,6.48349298009491,11.73546463,1096.960515,0.060311,63.43
"967",967,967,967,967,6037296600,0,4626.793294,6.62520754735366,11.65417914,934.4857184,0.03809217,103.61
"968",968,968,968,968,6037218210,0,1957.005005,6.87314774027662,12.00354413,1205.655764,0.04632538,57.36
"969",969,969,969,969,6059086404,0,7957.883301,7.81071422953269,12.10111423,2801.93563,0.04756207,48.5
"970",970,970,970,970,6037404301,0,1210.280334,6.47765233334651,11.61864871,1553.32919,0.06133785,71.92
"971",971,971,971,971,6037106520,0,611.164327,7.17720142457154,10.92897449,386.8328073,0.06718273,63.98
"972",972,972,972,972,6037119340,0,649.0633443,5.73382796085721,11.6143557,1131.456675,0.06464682,93.94
"973",973,973,973,973,6071001104,0,776.3803611,7.02309722088602,13.89735554,2177.364322,0.06133785,68.91
"974",974,974,974,974,6059074901,0,3738.146647,6.37288447023464,11.92523796,1053.720973,0.0482775,55.36
"975",975,975,975,975,6065030200,0,1017.123657,7.893570921397,12.54822151,1074.280614,0.06591477,86.23
"976",976,976,976,976,6073014400,0,227.3124644,6.71270446047079,10.18576866,1312.045421,0.04486563,80.35
"977",977,977,977,977,6071001308,0,1061.831685,6.53307857363828,14.18640557,2358.12896,0.06350576,64.91
"978",978,978,978,978,6077002100,4.975181027,296.0523326,6.16909424470802,11.53830357,886.4130596,0.04632538,78.47
"979",979,979,979,979,6059011720,0,13235.48307,8.54381878361561,12.20959943,3892.95065,0.04791979,33.43
"980",980,980,980,980,6037402904,0.00062498,915.8089802,7.19831877674935,12.67092751,2512.525203,0.05605125,74.9
"981",981,981,981,981,6059087102,5.82e-06,4363.900065,7.41230668200213,12.04309152,3247.386483,0.04676708,57.05
"982",982,982,982,982,6037134001,0,521.0826721,6.28206500305126,11.84082938,1406.369996,0.060311,68.26
"983",983,983,983,983,6029000101,78.20548161,59.7871666,7.63987213101723,15.10846399,716.9497589,0.06350576,75.37
"984",984,984,984,984,6037980010,0,1725.73232,8.84608589320371,12.56881211,2864.345972,0.04939042,25.03
"985",985,985,985,985,6037553602,0,7939.126668,7.76934239858727,12.04803982,2717.242078,0.04435661,49.06
"986",986,986,986,986,6037191120,0,1467.875997,7.31592789873425,12.00979423,2187.349198,0.04939042,39.77
"987",987,987,987,987,6059086407,0,17758.23373,7.569831179678,12.11090474,3908.042842,0.0482775,53.98
"988",988,988,988,988,6013381000,0,1975.833293,6.1578741562385,9.024962822,1237.646061,0.02937227,129.14
"989",989,989,989,989,6037482402,2.512186047,2202.897359,8.79915324256381,11.96826937,1373.107889,0.05400087,41.17
"990",990,990,990,990,6037433601,0,1985.854309,8.07450948414591,11.96177798,2352.792883,0.05530288,37.84
"991",991,991,991,991,6037139504,0.432252137,777.0553488,7.08565943394898,12.66717011,4173.018811,0.060311,68.54
"992",992,992,992,992,6107000502,1797.407811,422.2863624,6.32229494894203,13.22781655,308.1726498,0.06350576,66.16
"993",993,993,993,993,6037221110,0,2034.583395,6.11588501996216,12.18410918,1278.19926,0.04676708,54.24
"994",994,994,994,994,6037127605,0,785.3806561,6.09692083860943,12.32883267,1167.068769,0.06236471,77.98
"995",995,995,995,995,6037203200,0,1992.992676,6.78932664509649,12.28025039,1665.071729,0.04939042,51.52
"996",996,996,996,996,6037237300,0,3808.136678,5.9054487579239,11.95656498,889.3171622,0.0438112,142.48
"997",997,997,997,997,6037121221,0,694.8643341,7.92860150660611,11.43570021,3028.121981,0.06464682,74.78
"998",998,998,998,998,6037530301,0,2559.569947,5.88062531492144,12.23170295,826.554552,0.05022962,72.44
"999",999,999,999,999,6037570304,0,9431.766927,6.74795285629133,12.95638339,719.7162498,0.04192559,94.42
"1000",1000,1000,1000,1000,6037530302,0,2599.153361,6.46678176783115,12.23883919,1911.184959,0.05022962,67
"1001",1001,1001,1001,1001,6037301701,0,1386.777324,8.76760272224699,11.80183487,1916.727592,0.05605125,26.01
"1002",1002,1002,1002,1002,6037237720,0,4730.583333,6.10577925025384,12.03324822,3142.418794,0.0438112,76.3
"1003",1003,1003,1003,1003,6037408139,0,2250.046631,7.23997315047085,12.16911396,435.3962666,0.05334987,61.59
"1004",1004,1004,1004,1004,6001432501,0,572.8103332,6.90397427936445,8.555477036,2390.343375,0.03190818,76.53
"1005",1005,1005,1005,1005,6037602003,0.001539924,6559.97347,6.14339911987841,11.99554293,1523.529786,0.04259906,90.81
"1006",1006,1006,1006,1006,6037533107,0,4268.866659,5.8342185366685,12.0654342,1003.671784,0.04588368,60.74
"1007",1007,1007,1007,1007,6037533203,0,4261.593343,6.26022565188718,12.05709531,1110.83268,0.04588368,54.4
"1008",1008,1008,1008,1008,6067008908,0,56.57849887,6.57413289966981,8.74348159,2183.824833,0.05070407,67.88
"1009",1009,1009,1009,1009,6037132300,0,623.5709991,6.78462157117304,13.91010057,1045.696294,0.06236471,77.64
"1010",1010,1010,1010,1010,6037402102,0,662.0693156,7.43312133551368,12.83671121,1471.343513,0.05938691,79.24
"1011",1011,1011,1011,1011,6113010101,0.131409838,192.0493317,5.97392424350677,9.007958021,410.4233338,0.04632538,84.87
"1012",1012,1012,1012,1012,6037554105,0,5395.263469,5.91453985799489,11.81723127,847.6118159,0.04435661,61.64
"1013",1013,1013,1013,1013,6013358000,0,2106.280029,6.94289996577066,8.85589441,1752.941985,0.03521715,100.6
"1014",1014,1014,1014,1014,6037602508,0.014844868,7497.866699,6.89293036419483,12.09709798,1191.171376,0.04259906,77.65
"1015",1015,1015,1015,1015,6071009500,0.403551034,8.678413233,5.86505105053773,8.447965039,1037.353243,0.05846283,202.56
"1016",1016,1016,1016,1016,6037191410,0,1550.125997,6.50376744932616,12.08445864,902.2727865,0.04863521,70
"1017",1017,1017,1017,1017,6075023001,0.137965509,324.2443339,6.64116579202395,8.671445102,2378.471154,0.03190818,123.98
"1018",1018,1018,1018,1018,6037530102,0.853778241,2972.056641,6.88118581665273,12.12832194,977.8570055,0.05022962,57.34
"1019",1019,1019,1019,1019,6037540202,0,7844.763468,6.17704054406331,12.02885778,786.5496573,0.04435661,56.87
"1020",1020,1020,1020,1020,6019006700,2918.183553,530.6222254,7.2837099019067,13.47101546,259.3642143,0.06236471,72.88
"1021",1021,1021,1021,1021,6037191203,0,1483.133342,6.63657326678842,12.01277774,1067.811022,0.04899293,37.29
"1022",1022,1022,1022,1022,6073002712,0,304.2928314,6.96879408306957,10.09586175,1481.40012,0.04377076,43.32
"1023",1023,1023,1023,1023,6071005200,0,683.9916942,6.09908915000863,11.18493827,1282.793527,0.073132,112
"1024",1024,1024,1024,1024,6037407701,0,2466.883341,7.16958028919045,12.16555191,1130.730297,0.05334987,73.09
"1025",1025,1025,1025,1025,6037201501,0,1548.247681,6.29104970426109,11.9405062,584.0486749,0.05219839,59.95
"1026",1026,1026,1026,1026,6037132900,1.889632038,656.6966756,7.42989094872988,13.67637814,915.5161098,0.06133785,59.9
"1027",1027,1027,1027,1027,6037603900,0.11701192,6986.790121,7.86068589850581,12.02658065,2887.276937,0.04259906,61.84
"1028",1028,1028,1028,1028,6037139302,0,650.1670024,7.78124993556325,13.04237213,4178.020831,0.060311,48.22
"1029",1029,1029,1029,1029,6037302104,0,1322.980367,6.39934281909812,11.73900128,2196.892307,0.05462941,43.46
"1030",1030,1030,1030,1030,6037132002,6.911534855,670.6769867,7.52376950266126,13.10021891,1026.313051,0.06236471,69.66
"1031",1031,1031,1031,1031,6115040400,748.5533662,17.12163323,5.97964569411632,8.589898763,933.9647182,0.04539285,41.9
"1032",1032,1032,1032,1032,6037104620,0,741.456014,6.39676643292125,11.40197774,457.8546445,0.06718273,81.71
"1033",1033,1033,1033,1033,6107003700,32.48977276,159.7124795,6.36242399242082,13.0562417,764.2882745,0.060311,61.64
"1034",1034,1034,1034,1034,6019003003,0.018565815,1063.725332,5.67539838125533,13.73845315,865.7400919,0.06236471,86.64
"1035",1035,1035,1035,1035,6029006304,115.4003121,15.77733327,6.5191439139792,11.60596402,192.6697009,0.06464682,41.66
"1036",1036,1036,1036,1036,6071005800,0,564.7400005,5.5585897370563,11.26401978,509.5726695,0.073132,129.95
"1037",1037,1037,1037,1037,6013375000,0.000646215,2481.189982,5.6112557954015,9.056934399,489.7431912,0.03064023,146.97
"1038",1038,1038,1038,1038,6071003900,0,1213.704641,6.27110959159363,11.92051599,757.5648511,0.07000067,77.93
"1039",1039,1039,1039,1039,6037552200,0,4308.398682,6.98892033137131,11.91520206,1647.821466,0.04632538,57.55
"1040",1040,1040,1040,1040,6071009800,0,56.85626917,5.26046706949003,7.606542616,1474.251628,0.060311,94.91
"1041",1041,1041,1041,1041,6037407102,0,2610.830037,7.73288071740192,12.0514888,630.4286855,0.05605125,51.18
"1042",1042,1042,1042,1042,6037204200,0,2199.243245,6.31411967709966,12.28627082,842.0443545,0.04863521,69.81
"1043",1043,1043,1043,1043,6037218120,0,1985.835368,6.66206738467185,12.05102217,790.0911059,0.04632538,68.9
"1044",1044,1044,1044,1044,6067004602,0,224.3063304,5.38231102991445,8.965220162,2203.760592,0.04490202,87.93
"1045",1045,1045,1045,1045,6037125320,0,1089.150035,7.06549734826324,11.56009788,905.7203625,0.05846283,62.98
"1046",1046,1046,1046,1046,6025010500,151.8653189,19.65515803,5.84235724487259,9.091847481,687.46522,0.04320513,135.16
"1047",1047,1047,1047,1047,6073011700,0,635.6562907,6.00277024321656,10.40413435,546.3657557,0.04192559,79.74
"1048",1048,1048,1048,1048,6077002503,65.57102175,526.0566813,6.07563854440217,10.9867655,1874.40843,0.04632538,102.09
"1049",1049,1049,1049,1049,6013314104,0,2782.920003,6.09344076047978,8.805706927,1762.104939,0.04320513,135.71
"1050",1050,1050,1050,1050,6001432400,0,867.9546917,7.4480927054857,8.621503991,1808.19602,0.03190818,75.09
"1051",1051,1051,1051,1051,6071006500,0,462.7180023,5.89658361303604,11.21991717,470.2564969,0.073132,64.79
"1052",1052,1052,1052,1052,6037232300,0,3134.493368,5.57324552878049,11.96219866,924.4081531,0.04490202,88.18
"1053",1053,1053,1053,1053,6037602301,0.277514289,7680.043132,7.10921341183304,12.02408342,4164.641025,0.04259906,77.65
"1054",1054,1054,1054,1054,6037221810,0,2265.690348,5.81817719611953,12.10569353,1125.520357,0.04588368,48.36
"1055",1055,1055,1055,1055,6077000500,0,273.7039998,5.0950217187906,11.86281469,500.1900458,0.04588368,102.71
"1056",1056,1056,1056,1056,6037231500,0,2742.373332,5.93516405078186,11.95605462,989.1586558,0.04490202,128.19
"1057",1057,1057,1057,1057,6029003900,2961.322941,234.663002,7.10912970697458,14.14448254,464.6444917,0.06133785,63.74
"1058",1058,1058,1058,1058,6107000201,713.6870717,378.9283562,6.27112739774074,12.33690085,279.2047501,0.06464682,55.2
"1059",1059,1059,1059,1059,6029001202,0,16.4017337,5.35293962518256,15.67790266,435.2180288,0.06464682,91.66
"1060",1060,1060,1060,1060,6019003301,0,1471.253611,5.87801149551066,13.75511812,584.2149938,0.060311,117.63
"1061",1061,1061,1061,1061,6037600912,0,3454.610107,5.74821672834529,11.91526102,843.7000887,0.0438112,85.25
"1062",1062,1062,1062,1062,6037502401,0.028752857,3108.837565,7.41435190087474,12.14765766,1311.981419,0.04863521,60.9
"1063",1063,1063,1063,1063,6037115404,0,561.7649994,6.92748576008032,12.62052222,1388.333084,0.06350576,54.95
"1064",1064,1064,1064,1064,6073002502,0,322.5020955,6.90437599409719,10.21276896,3049.323419,0.04320513,74.19
"1065",1065,1065,1065,1065,6077001600,0,250.4973246,5.35604226941222,11.83337992,499.4032196,0.04588368,102.71
"1066",1066,1066,1066,1066,6037531604,0,2792.796631,6.05502463731611,12.19393725,677.5601105,0.04939042,72.44
"1067",1067,1067,1067,1067,6059087504,0,4657.823324,6.51855256998132,11.99793581,1786.833187,0.04756207,44.09
"1068",1068,1068,1068,1068,6019007003,956.5474759,627.9603348,5.97220262250862,13.8426749,522.7653426,0.06236471,126.48
"1069",1069,1069,1069,1069,6037601900,0,5997.716715,5.69344137128748,11.99554293,604.2789284,0.04259906,96.16
"1070",1070,1070,1070,1070,6037433304,0,2071.163045,6.91781431198107,12.05877043,2559.633759,0.05763123,58.77
"1071",1071,1071,1071,1071,6029002900,0,36.796566,5.52245972772231,15.97422475,1131.428046,0.06464682,125.47
"1072",1072,1072,1072,1072,6001401600,0,529.8709819,6.46317947415503,10.12088161,552.4033852,0.02937227,114.33
"1073",1073,1073,1073,1073,6073003502,0,485.2365316,6.05109827154217,10.30439146,1003.999203,0.04259906,108.97
"1074",1074,1074,1074,1074,6037220000,0,2183.625386,6.81700779124368,11.9612643,923.4272424,0.04539285,95.03
"1075",1075,1075,1075,1075,6059086501,0,6457.276693,8.18613112381747,12.10697033,2281.79467,0.04756207,55.9
"1076",1076,1076,1076,1076,6047000902,3370.826169,22.008427,6.67348004187711,11.94168411,669.4712033,0.05530288,80.7
"1077",1077,1077,1077,1077,6107000202,502.6710646,272.0094687,5.94802378128803,11.80651659,78.65862221,0.06464682,53.39
"1078",1078,1078,1078,1078,6037573100,0,16881.19987,6.65357105595956,11.60296908,812.5171937,0.03975537,103.05
"1079",1079,1079,1079,1079,6037570603,0,6705.973226,6.7416019651603,11.93730018,813.2300304,0.04259906,84.91
"1080",1080,1080,1080,1080,6037552301,0,4120.609599,7.94323542133004,11.92234367,2073.583464,0.04676708,49.88
"1081",1081,1081,1081,1081,6065045706,511.6567912,0.8168397,5.92428371513472,7.266755498,493.9183763,0.06236471,55.64
